model,N,max_min_ratio
openai/gpt-oss-20b,66,3.1761735113338294
openai/gpt-oss-20b,67,3.1761735113338294
openai/gpt-oss-20b,68,3.3533257643972907
openai/gpt-oss-20b,69,3.3533257643972907
openai/gpt-oss-20b,70,3.3533257643972907
openai/gpt-oss-20b,71,3.3533257643972907
openai/gpt-oss-20b,72,3.3533257643972907
openai/gpt-oss-20b,73,3.3533257643972907
openai/gpt-oss-20b,74,3.3533257643972907
openai/gpt-oss-20b,75,5.006420545746389
openai/gpt-oss-20b,76,5.006420545746389
openai/gpt-oss-20b,77,5.006420545746389
openai/gpt-oss-20b,78,5.006420545746389
openai/gpt-oss-20b,79,5.006420545746389
openai/gpt-oss-20b,80,5.006420545746389
openai/gpt-oss-20b,81,5.006420545746389
openai/gpt-oss-20b,82,8.262067885526367
openai/gpt-oss-20b,83,8.262067885526367
openai/gpt-oss-20b,84,8.262067885526367
openai/gpt-oss-20b,85,8.262067885526367
openai/gpt-oss-20b,86,8.262067885526367
openai/gpt-oss-20b,87,8.262067885526367
openai/gpt-oss-20b,88,8.262067885526367
openai/gpt-oss-20b,89,8.262067885526367
openai/gpt-oss-20b,90,8.262067885526367
openai/gpt-oss-20b,91,8.262067885526367
openai/gpt-oss-20b,92,8.262067885526367
openai/gpt-oss-20b,93,8.262067885526367
openai/gpt-oss-20b,94,8.262067885526367
openai/gpt-oss-20b,95,8.262067885526367
openai/gpt-oss-20b,96,8.262067885526367
openai/gpt-oss-20b,97,8.262067885526367
openai/gpt-oss-20b,98,8.262067885526367
openai/gpt-oss-20b,99,8.262067885526367
openai/gpt-oss-20b,100,8.262067885526367
openai/gpt-oss-20b,101,8.262067885526367
openai/gpt-oss-20b,102,8.262067885526367
openai/gpt-oss-20b,103,8.262067885526367
openai/gpt-oss-20b,104,8.262067885526367
openai/gpt-oss-20b,105,8.262067885526367
openai/gpt-oss-20b,106,8.262067885526367
openai/gpt-oss-20b,107,8.262067885526367
openai/gpt-oss-20b,108,8.262067885526367
openai/gpt-oss-20b,109,8.262067885526367
openai/gpt-oss-20b,110,8.262067885526367
openai/gpt-oss-20b,111,8.262067885526367
openai/gpt-oss-20b,112,8.262067885526367
openai/gpt-oss-20b,113,8.262067885526367
openai/gpt-oss-20b,114,8.262067885526367
openai/gpt-oss-20b,115,8.262067885526367
openai/gpt-oss-20b,116,8.262067885526367
openai/gpt-oss-20b,117,8.262067885526367
openai/gpt-oss-20b,118,8.262067885526367
openai/gpt-oss-20b,119,8.262067885526367
openai/gpt-oss-20b,120,8.262067885526367
openai/gpt-oss-20b,121,8.262067885526367
openai/gpt-oss-20b,122,8.262067885526367
openai/gpt-oss-20b,123,8.262067885526367
openai/gpt-oss-20b,124,8.262067885526367
openai/gpt-oss-20b,125,8.262067885526367
openai/gpt-oss-20b,126,8.262067885526367
openai/gpt-oss-20b,127,8.262067885526367
openai/gpt-oss-20b,128,9.210938417570372
openai/gpt-oss-20b,129,9.210938417570372
openai/gpt-oss-20b,130,9.210938417570372
openai/gpt-oss-20b,131,9.210938417570372
openai/gpt-oss-20b,132,9.210938417570372
openai/gpt-oss-20b,133,9.210938417570372
openai/gpt-oss-20b,134,9.210938417570372
openai/gpt-oss-20b,135,9.210938417570372
openai/gpt-oss-20b,136,9.210938417570372
openai/gpt-oss-20b,137,9.210938417570372
openai/gpt-oss-20b,138,9.210938417570372
openai/gpt-oss-20b,139,9.210938417570372
openai/gpt-oss-20b,140,9.210938417570372
openai/gpt-oss-20b,141,9.210938417570372
openai/gpt-oss-20b,142,9.210938417570372
openai/gpt-oss-20b,143,9.210938417570372
openai/gpt-oss-20b,144,9.210938417570372
openai/gpt-oss-20b,145,9.210938417570372
openai/gpt-oss-20b,146,9.210938417570372
openai/gpt-oss-20b,147,9.210938417570372
openai/gpt-oss-20b,148,9.210938417570372
openai/gpt-oss-20b,149,9.210938417570372
openai/gpt-oss-20b,150,9.210938417570372
openai/gpt-oss-20b,151,9.210938417570372
openai/gpt-oss-20b,152,9.210938417570372
openai/gpt-oss-20b,153,9.210938417570372
openai/gpt-oss-20b,154,9.210938417570372
openai/gpt-oss-20b,155,9.210938417570372
openai/gpt-oss-20b,156,9.210938417570372
openai/gpt-oss-20b,157,9.210938417570372
openai/gpt-oss-20b,158,9.210938417570372
openai/gpt-oss-20b,159,9.210938417570372
openai/gpt-oss-20b,160,13.774302157146773
openai/gpt-oss-20b,161,13.774302157146773
openai/gpt-oss-20b,162,13.774302157146773
openai/gpt-oss-20b,163,13.774302157146773
openai/gpt-oss-20b,164,13.774302157146773
openai/gpt-oss-20b,165,13.774302157146773
openai/gpt-oss-20b,166,13.774302157146773
openai/gpt-oss-20b,167,13.774302157146773
openai/gpt-oss-20b,168,13.774302157146773
openai/gpt-oss-20b,169,13.774302157146773
openai/gpt-oss-20b,170,13.774302157146773
openai/gpt-oss-20b,171,13.774302157146773
openai/gpt-oss-20b,172,13.774302157146773
openai/gpt-oss-20b,173,13.774302157146773
openai/gpt-oss-20b,174,13.774302157146773
openai/gpt-oss-20b,175,13.774302157146773
openai/gpt-oss-20b,176,13.774302157146773
openai/gpt-oss-20b,177,13.774302157146773
openai/gpt-oss-20b,178,13.774302157146773
openai/gpt-oss-20b,179,13.774302157146773
openai/gpt-oss-20b,180,13.774302157146773
openai/gpt-oss-20b,181,13.774302157146773
openai/gpt-oss-20b,182,13.774302157146773
openai/gpt-oss-20b,183,13.774302157146773
openai/gpt-oss-20b,184,13.774302157146773
openai/gpt-oss-20b,185,13.774302157146773
openai/gpt-oss-20b,186,13.774302157146773
openai/gpt-oss-20b,187,13.774302157146773
openai/gpt-oss-20b,188,13.774302157146773
openai/gpt-oss-20b,189,13.774302157146773
openai/gpt-oss-20b,190,13.774302157146773
openai/gpt-oss-20b,191,13.774302157146773
openai/gpt-oss-20b,192,13.774302157146773
openai/gpt-oss-20b,193,13.774302157146773
openai/gpt-oss-20b,194,13.774302157146773
openai/gpt-oss-20b,195,13.774302157146773
openai/gpt-oss-20b,196,13.774302157146773
openai/gpt-oss-20b,197,13.774302157146773
openai/gpt-oss-20b,198,13.774302157146773
openai/gpt-oss-20b,199,13.774302157146773
openai/gpt-oss-20b,200,13.774302157146773
openai/gpt-oss-20b,201,13.774302157146773
openai/gpt-oss-20b,202,13.774302157146773
openai/gpt-oss-20b,203,13.774302157146773
CohereLabs/command-a-plus-05-2026-bf16,2,1.4836491564723755
CohereLabs/command-a-plus-05-2026-bf16,3,1.4836491564723755
CohereLabs/command-a-plus-05-2026-bf16,4,1.4836491564723755
CohereLabs/command-a-plus-05-2026-bf16,5,1.4836491564723755
CohereLabs/command-a-plus-05-2026-bf16,6,1.4836491564723755
CohereLabs/command-a-plus-05-2026-bf16,7,1.4836491564723755
CohereLabs/command-a-plus-05-2026-bf16,8,1.4836491564723755
CohereLabs/command-a-plus-05-2026-bf16,9,1.4836491564723755
CohereLabs/command-a-plus-05-2026-bf16,10,1.4836491564723755
CohereLabs/command-a-plus-05-2026-bf16,11,1.6193731510354201
CohereLabs/command-a-plus-05-2026-bf16,12,1.6193731510354201
CohereLabs/command-a-plus-05-2026-bf16,13,1.6193731510354201
CohereLabs/command-a-plus-05-2026-bf16,14,1.6193731510354201
CohereLabs/command-a-plus-05-2026-bf16,15,1.6193731510354201
CohereLabs/command-a-plus-05-2026-bf16,16,1.6193731510354201
CohereLabs/command-a-plus-05-2026-bf16,17,1.6193731510354201
CohereLabs/command-a-plus-05-2026-bf16,18,1.9040537299112497
CohereLabs/command-a-plus-05-2026-bf16,19,1.9040537299112497
CohereLabs/command-a-plus-05-2026-bf16,20,1.9040537299112497
CohereLabs/command-a-plus-05-2026-bf16,21,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,22,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,23,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,24,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,25,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,26,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,27,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,28,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,29,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,30,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,31,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,32,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,33,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,34,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,35,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,36,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,37,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,38,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,39,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,40,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,41,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,42,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,43,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,44,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,45,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,46,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,47,2.34780522907172
CohereLabs/command-a-plus-05-2026-bf16,48,4.700807547773247
CohereLabs/command-a-plus-05-2026-bf16,49,4.700807547773247
CohereLabs/command-a-plus-05-2026-bf16,50,4.700807547773247
CohereLabs/command-a-plus-05-2026-bf16,51,4.700807547773247
CohereLabs/command-a-plus-05-2026-bf16,52,4.700807547773247
CohereLabs/command-a-plus-05-2026-bf16,53,4.700807547773247
CohereLabs/command-a-plus-05-2026-bf16,54,4.700807547773247
CohereLabs/command-a-plus-05-2026-bf16,55,5.92748061085792
CohereLabs/command-a-plus-05-2026-bf16,56,5.92748061085792
CohereLabs/command-a-plus-05-2026-bf16,57,5.92748061085792
CohereLabs/command-a-plus-05-2026-bf16,58,7.600103941792596
CohereLabs/command-a-plus-05-2026-bf16,59,7.600103941792596
CohereLabs/command-a-plus-05-2026-bf16,60,7.686175741584712
CohereLabs/command-a-plus-05-2026-bf16,61,7.686175741584712
CohereLabs/command-a-plus-05-2026-bf16,62,7.686175741584712
CohereLabs/command-a-plus-05-2026-bf16,63,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,64,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,65,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,66,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,67,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,68,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,69,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,70,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,71,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,72,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,73,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,74,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,75,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,76,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,77,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,78,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,79,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,80,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,81,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,82,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,83,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,84,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,85,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,86,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,87,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,88,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,89,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,90,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,91,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,92,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,93,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,94,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,95,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,96,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,97,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,98,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,99,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,100,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,101,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,102,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,103,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,104,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,105,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,106,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,107,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,108,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,109,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,110,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,111,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,112,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,113,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,114,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,115,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,116,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,117,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,118,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,119,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,120,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,121,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,122,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,123,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,124,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,125,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,126,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,127,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,128,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,129,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,130,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,131,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,132,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,133,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,134,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,135,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,136,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,137,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,138,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,139,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,140,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,141,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,142,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,143,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,144,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,145,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,146,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,147,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,148,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,149,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,150,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,151,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,152,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,153,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,154,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,155,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,156,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,157,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,158,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,159,11.002278723914609
CohereLabs/command-a-plus-05-2026-bf16,160,13.23147037658911
CohereLabs/command-a-plus-05-2026-bf16,161,13.23147037658911
CohereLabs/command-a-plus-05-2026-bf16,162,13.23147037658911
CohereLabs/command-a-plus-05-2026-bf16,163,13.23147037658911
CohereLabs/command-a-plus-05-2026-bf16,164,13.23147037658911
CohereLabs/command-a-plus-05-2026-bf16,165,13.23147037658911
CohereLabs/command-a-plus-05-2026-bf16,166,13.23147037658911
CohereLabs/command-a-plus-05-2026-bf16,167,13.23147037658911
CohereLabs/command-a-plus-05-2026-bf16,168,13.23147037658911
CohereLabs/command-a-plus-05-2026-bf16,169,13.23147037658911
CohereLabs/command-a-plus-05-2026-bf16,170,13.23147037658911
CohereLabs/command-a-plus-05-2026-bf16,171,13.23147037658911
CohereLabs/command-a-plus-05-2026-bf16,172,13.23147037658911
CohereLabs/command-a-plus-05-2026-bf16,173,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,174,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,175,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,176,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,177,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,178,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,179,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,180,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,181,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,182,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,183,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,184,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,185,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,186,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,187,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,188,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,189,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,190,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,191,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,192,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,193,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,194,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,195,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,196,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,197,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,198,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,199,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,200,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,201,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,202,14.235747981130567
CohereLabs/command-a-plus-05-2026-bf16,203,14.235747981130567
meta-llama/Llama-4-Scout-17B-16E-Instruct,2,1.2449844479004666
meta-llama/Llama-4-Scout-17B-16E-Instruct,3,1.2875194401244168
meta-llama/Llama-4-Scout-17B-16E-Instruct,4,1.3027604976671852
meta-llama/Llama-4-Scout-17B-16E-Instruct,5,1.3448289269051321
meta-llama/Llama-4-Scout-17B-16E-Instruct,6,1.3448289269051321
meta-llama/Llama-4-Scout-17B-16E-Instruct,7,1.3448289269051321
meta-llama/Llama-4-Scout-17B-16E-Instruct,8,1.3448289269051321
meta-llama/Llama-4-Scout-17B-16E-Instruct,9,1.3448289269051321
meta-llama/Llama-4-Scout-17B-16E-Instruct,10,1.3448289269051321
meta-llama/Llama-4-Scout-17B-16E-Instruct,11,1.3951399688958008
meta-llama/Llama-4-Scout-17B-16E-Instruct,12,1.3951399688958008
meta-llama/Llama-4-Scout-17B-16E-Instruct,13,1.3951399688958008
meta-llama/Llama-4-Scout-17B-16E-Instruct,14,1.468040435458787
meta-llama/Llama-4-Scout-17B-16E-Instruct,15,1.468040435458787
meta-llama/Llama-4-Scout-17B-16E-Instruct,16,1.468040435458787
meta-llama/Llama-4-Scout-17B-16E-Instruct,17,1.468040435458787
meta-llama/Llama-4-Scout-17B-16E-Instruct,18,1.5526049766718506
meta-llama/Llama-4-Scout-17B-16E-Instruct,19,1.5526049766718506
meta-llama/Llama-4-Scout-17B-16E-Instruct,20,1.595334370139969
meta-llama/Llama-4-Scout-17B-16E-Instruct,21,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,22,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,23,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,24,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,25,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,26,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,27,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,28,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,29,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,30,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,31,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,32,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,33,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,34,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,35,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,36,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,37,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,38,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,39,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,40,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,41,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,42,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,43,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,44,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,45,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,46,2.2731337480559874
meta-llama/Llama-4-Scout-17B-16E-Instruct,47,3.7351477449455674
meta-llama/Llama-4-Scout-17B-16E-Instruct,48,3.7351477449455674
meta-llama/Llama-4-Scout-17B-16E-Instruct,49,3.7351477449455674
meta-llama/Llama-4-Scout-17B-16E-Instruct,50,3.7351477449455674
meta-llama/Llama-4-Scout-17B-16E-Instruct,51,3.7351477449455674
meta-llama/Llama-4-Scout-17B-16E-Instruct,52,3.7351477449455674
meta-llama/Llama-4-Scout-17B-16E-Instruct,53,3.7351477449455674
meta-llama/Llama-4-Scout-17B-16E-Instruct,54,3.7351477449455674
meta-llama/Llama-4-Scout-17B-16E-Instruct,55,4.806298600311042
meta-llama/Llama-4-Scout-17B-16E-Instruct,56,4.806298600311042
meta-llama/Llama-4-Scout-17B-16E-Instruct,57,4.806298600311042
meta-llama/Llama-4-Scout-17B-16E-Instruct,58,4.806298600311042
meta-llama/Llama-4-Scout-17B-16E-Instruct,59,4.806298600311042
meta-llama/Llama-4-Scout-17B-16E-Instruct,60,4.806298600311042
meta-llama/Llama-4-Scout-17B-16E-Instruct,61,4.806298600311042
meta-llama/Llama-4-Scout-17B-16E-Instruct,62,4.806298600311042
meta-llama/Llama-4-Scout-17B-16E-Instruct,63,4.806298600311042
meta-llama/Llama-4-Scout-17B-16E-Instruct,64,4.806298600311042
meta-llama/Llama-4-Scout-17B-16E-Instruct,65,4.806298600311042
meta-llama/Llama-4-Scout-17B-16E-Instruct,66,4.806298600311042
meta-llama/Llama-4-Scout-17B-16E-Instruct,67,4.806298600311042
meta-llama/Llama-4-Scout-17B-16E-Instruct,68,4.806298600311042
meta-llama/Llama-4-Scout-17B-16E-Instruct,69,4.806298600311042
meta-llama/Llama-4-Scout-17B-16E-Instruct,70,4.806298600311042
